代碼 意義 代碼 意義
(四)軍用駕照
12 大客車
13 載重車
14 小型車
(一)職業駕照
01 聯結車
02 大客車
03 大貨車
04 小型車
(五)其他
15 國際(外國)駕照
16 其他駕照(證)
17 學習駕駛證
18 無駕駛執照
19 不明
20 非汽(機)車駕駛人
(二)普通駕照
05 聯結車
06 大客車
07 大貨車
08 小型車
(三)機車駕照
09 大型重型
10 普通重型
11 輕型
